dataset_path,record_id,source_id,decision,reason,evidence_sha256,replacement_record_id,replacement_source_id,replacement_value_sha256,reviewed_at,reviewer,affected_outputs
activity_schedule.csv,BASE.TO.PROF.HYBRID.2025|TRAN.SCHOOLRUN.BIKE.KM|professional,SRC.NRCAN.FREIGHT.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,5b3f2c37dad949db72123dfcb4d6055177b58e938abefca59e7640918679eda7,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,BASE.TO.PROF.HYBRID.2025|TRAN.SCHOOLRUN.CAR.KM|professional,SRC.NRCAN.FREIGHT.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,5b3f2c37dad949db72123dfcb4d6055177b58e938abefca59e7640918679eda7,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,BASE.TO.PROF.HYBRID.2025|TRAN.TTC.SUBWAY.KM|professional,SRC.NRCAN.FREIGHT.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,5b3f2c37dad949db72123dfcb4d6055177b58e938abefca59e7640918679eda7,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,DEF.CA.GARRISON.2025|MIL.BASE.M2.YEAR|buildings_defense,SRC.SIPRI.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,778008d6dbf7a7503a3140d36a645cd525407f3ae0b8f7c18e4402f4750dc319,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,DEF.CA.GARRISON.2025|MIL.FLIGHT.PKM|industrial_heavy_military,SRC.IEA.AVIATION.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,faa891e8a6987ec6a6825a282bf6cd565d27f8fbbc69f9165fd34b6e6cc072db,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,DEF.CA.GARRISON.2025|MIL.MUNITIONS.DETONATED.TONNE|industrial_heavy_military,SRC.SIPRI.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,778008d6dbf7a7503a3140d36a645cd525407f3ae0b8f7c18e4402f4750dc319,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,DEF.CA.GARRISON.2025|MIL.NAVAL.TONNEKM|industrial_heavy_military,SRC.IMO.ICCT.SHIPPING.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,69aa19fa18a70ff6d5e507ab3322e89b8ae52c26d3f24dd4a5cca6de5c718e54,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,DEF.CA.GARRISON.2025|MIL.VEHICLE.KM|industrial_heavy_military,SRC.SIPRI.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,778008d6dbf7a7503a3140d36a645cd525407f3ae0b8f7c18e4402f4750dc319,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,DEF.CA.INFRASTRUCTURE.2025|BUILDING.MILITARY.M2.YEAR|buildings_defense,SRC.IEA.NRCAN.BUILDINGS.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,20dd660eed35fa329e076ba1a4a306e2e01916fe2d42495de74839c5245ab90c,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,DEF.CA.INFRASTRUCTURE.2025|ENERGY.KWH.DELIVERED|buildings_defense,SRC.SIPRI.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,778008d6dbf7a7503a3140d36a645cd525407f3ae0b8f7c18e4402f4750dc319,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,DEF.CA.INFRASTRUCTURE.2025|MIL.DEPOT.M2.YEAR|buildings_defense,SRC.SIPRI.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,778008d6dbf7a7503a3140d36a645cd525407f3ae0b8f7c18e4402f4750dc319,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,EARTH.CA.BIOSPHERE.2025|CRYO.ALBEDO.LOSS.WM2|biosphere_feedbacks,SRC.NASA.CRYO.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,558861f48630fc21e2df6965720da37c71f213886b6f42dd79a6dee4a0fad235,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,EARTH.CA.BIOSPHERE.2025|OCEAN.ACIDIFICATION.PH.DEC|biosphere_feedbacks,SRC.NOAA.OCEAN.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,0856db4fa960ef6b9fd2154ecb5a4407ed4e54b987e9f2686698092e0f32f500,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,EARTH.CA.BIOSPHERE.2025|OCEAN.CO2.UPTAKE.PGCO2|biosphere_feedbacks,SRC.NOAA.OCEAN.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,0856db4fa960ef6b9fd2154ecb5a4407ed4e54b987e9f2686698092e0f32f500,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,EARTH.CA.BIOSPHERE.2025|PERMAFROST.EMISSIONS.PGCO2E|biosphere_feedbacks,SRC.ECCC.PERMAFROST.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,6f409f79ce578d6b0aa0b96017fae6b4fa6f99b74cc07534cdbfb62799000d49,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,EARTH.CA.BIOSPHERE.2025|RIVER.HYPOXIA.KM2.YEAR|biosphere_feedbacks,SRC.RIVER.HYPOXIA.2020,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,8eca23616c6ec1ae39eb18690ae148f16ea047ef058bfc36a9b2864c90e4b49f,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|AGRI.BEEF.CARCASS.KG|industrial_heavy,SRC.POORE2018,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,998b037a86d42a35e2f95a7731c0ed30cd1ff5564b4f87b346ac587bb1036a36,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|ENERGY.GASOLINE.LITRE|industrial_heavy,SRC.GHG.PROTOCOL.2015,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,266854135e42f48d14b8f99c6784905f2aaaeba11fb384f65c58b676c55f69f0,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|ENERGY.KWH.DELIVERED|industrial_heavy,SRC.GHG.PROTOCOL.2015,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,266854135e42f48d14b8f99c6784905f2aaaeba11fb384f65c58b676c55f69f0,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|ENERGY.NATGAS.M3|industrial_heavy,SRC.GHG.PROTOCOL.2015,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,266854135e42f48d14b8f99c6784905f2aaaeba11fb384f65c58b676c55f69f0,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|IND_HEAVY.CEMENT.CLINKER.TONNE|industrial_heavy,SRC.GNR.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,38a0d563297fce8c0f0c100ae6051c7d4e591c7367e3f3367dbbb811e6ca463d,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|IND_HEAVY.MINING.HAUL.TRUCK.HOUR|industrial_heavy,SRC.NRCAN.FREIGHT.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,5b3f2c37dad949db72123dfcb4d6055177b58e938abefca59e7640918679eda7,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|IND_HEAVY.REFINING.FIRED_UNIT.MMBTU|industrial_heavy,SRC.GHG.PROTOCOL.2015,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,266854135e42f48d14b8f99c6784905f2aaaeba11fb384f65c58b676c55f69f0,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|IND_HEAVY.STEEL.EAF.TONNE|industrial_heavy,SRC.WORLDSTEEL.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,21b843892784b91d4bd3f7e3f0f23cb092f31fabe10319e5029672a4ee9a9e3a,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|LOGI.AIR.TONNEKM|industrial_heavy,SRC.IMO.ICCT.SHIPPING.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,69aa19fa18a70ff6d5e507ab3322e89b8ae52c26d3f24dd4a5cca6de5c718e54,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|LOGI.SHIPPING.BULK.TONNEKM|industrial_heavy,SRC.IMO.ICCT.SHIPPING.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,69aa19fa18a70ff6d5e507ab3322e89b8ae52c26d3f24dd4a5cca6de5c718e54,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|LOGI.SHIPPING.CONTAINER.TONNEKM|industrial_heavy,SRC.IMO.ICCT.SHIPPING.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,69aa19fa18a70ff6d5e507ab3322e89b8ae52c26d3f24dd4a5cca6de5c718e54,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|LOGI.TRUCK.TONNEKM|industrial_heavy,SRC.IMO.ICCT.SHIPPING.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,69aa19fa18a70ff6d5e507ab3322e89b8ae52c26d3f24dd4a5cca6de5c718e54,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|MATERIAL.CEMENT.CLINKER.TONNE|industrial_heavy,SRC.GNR.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,38a0d563297fce8c0f0c100ae6051c7d4e591c7367e3f3367dbbb811e6ca463d,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|MATERIAL.PET.VIRGIN.TONNE|industrial_heavy,SRC.PLASTICSEUROPE.2022,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,80d55f585138d6961d83dcb54f14bc38ac234edb498d95d347312b2daa423f04,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND.TO.HEAVY.2025|MATERIAL.STEEL.CRUDESLAB.TONNE|industrial_heavy,SRC.WORLDSTEEL.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,21b843892784b91d4bd3f7e3f0f23cb092f31fabe10319e5029672a4ee9a9e3a,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_EXT.CA.BASELINE.2025|AMD.ACID.DRAINAGE.M3.YEAR|industrial_externalities,SRC.INTL.MINING.2022,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,1f60d54d321ee7a8a6b38235a939111e73de5a1564e5e1d20d702c0c0db3ff3a,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_EXT.CA.BASELINE.2025|TAILINGS.DEGASS.EVENT|industrial_externalities,SRC.INTL.MINING.2022,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,1f60d54d321ee7a8a6b38235a939111e73de5a1564e5e1d20d702c0c0db3ff3a,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_EXT.CA.BASELINE.2025|TAILINGS.POND.M2.YEAR|industrial_externalities,SRC.INTL.MINING.2022,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,1f60d54d321ee7a8a6b38235a939111e73de5a1564e5e1d20d702c0c0db3ff3a,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.CONSTRUCTION.2025|ENERGY.KWH.DELIVERED|industrial_light,SRC.GHG.PROTOCOL.2015,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,266854135e42f48d14b8f99c6784905f2aaaeba11fb384f65c58b676c55f69f0,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.CONSTRUCTION.2025|MATERIAL.CEMENT.KG|industrial_light,SRC.GNR.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,38a0d563297fce8c0f0c100ae6051c7d4e591c7367e3f3367dbbb811e6ca463d,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.CONSTRUCTION.2025|TRAN.CONSTRUCT.TRUCK.KM|industrial_light,SRC.NRCAN.FREIGHT.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,5b3f2c37dad949db72123dfcb4d6055177b58e938abefca59e7640918679eda7,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|AGRI.POULTRY.READY.KG|industrial_light,SRC.POORE2018,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,998b037a86d42a35e2f95a7731c0ed30cd1ff5564b4f87b346ac587bb1036a36,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|FOOD.COFFEE.ROASTED.KG|industrial_light,SRC.POORE2018,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,998b037a86d42a35e2f95a7731c0ed30cd1ff5564b4f87b346ac587bb1036a36,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|LOGI.PARCEL.URBAN|industrial_light,SRC.NRCAN.FREIGHT.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,5b3f2c37dad949db72123dfcb4d6055177b58e938abefca59e7640918679eda7,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|MUNI.WASTE.INCINERATION.KG|industrial_light,SRC.GHG.PROTOCOL.2015,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,266854135e42f48d14b8f99c6784905f2aaaeba11fb384f65c58b676c55f69f0,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|MUNI.WASTE.LANDFILL.KG|industrial_light,SRC.GHG.PROTOCOL.2015,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,266854135e42f48d14b8f99c6784905f2aaaeba11fb384f65c58b676c55f69f0,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|MUNI.WATER.POTABLE.M3|industrial_light,SRC.GHG.PROTOCOL.2015,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,266854135e42f48d14b8f99c6784905f2aaaeba11fb384f65c58b676c55f69f0,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|REFR.APPL.FRIDGE.UNIT|industrial_light,SRC.IEA.NRCAN.BUILDINGS.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,20dd660eed35fa329e076ba1a4a306e2e01916fe2d42495de74839c5245ab90c,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|REFR.COLDCHAIN.SUPERMARKET.KG|industrial_light,SRC.IEA.NRCAN.BUILDINGS.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,20dd660eed35fa329e076ba1a4a306e2e01916fe2d42495de74839c5245ab90c,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|REFR.HVAC.AC.OP.YEAR|industrial_light,SRC.IEA.NRCAN.BUILDINGS.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,20dd660eed35fa329e076ba1a4a306e2e01916fe2d42495de74839c5245ab90c,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|REFR.HVAC.AC.UNIT|industrial_light,SRC.IEA.NRCAN.BUILDINGS.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,20dd660eed35fa329e076ba1a4a306e2e01916fe2d42495de74839c5245ab90c,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|TRAN.DELIVERY.TRUCK.CLASS6.KM|industrial_light,SRC.NRCAN.FREIGHT.2024,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,5b3f2c37dad949db72123dfcb4d6055177b58e938abefca59e7640918679eda7,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|TRAN.FLIGHT.LONGHAUL.PKM|industrial_light,SRC.IEA.AVIATION.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,faa891e8a6987ec6a6825a282bf6cd565d27f8fbbc69f9165fd34b6e6cc072db,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,IND_LIGHT.ON.LOGISTICS.2025|TRAN.FLIGHT.SHORTHAUL.PKM|industrial_light,SRC.IEA.AVIATION.2023,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,faa891e8a6987ec6a6825a282bf6cd565d27f8fbbc69f9165fd34b6e6cc072db,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,MAT.CA.LABS.2025|CHEM.POLYMER.TONNE|materials_chemicals,SRC.PLASTICSEUROPE.2022,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,80d55f585138d6961d83dcb54f14bc38ac234edb498d95d347312b2daa423f04,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,MAT.CA.LABS.2025|CHEM.RDX.TONNE|materials_chemicals,SRC.GHG.PROTOCOL.2015,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,266854135e42f48d14b8f99c6784905f2aaaeba11fb384f65c58b676c55f69f0,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
activity_schedule.csv,MAT.CA.LABS.2025|CHEM.TNT.TONNE|materials_chemicals,SRC.GHG.PROTOCOL.2015,verified,Canonical record reviewed against its registered source and verified retrieval ledger; declared provenance and publication surfaces are retained.,266854135e42f48d14b8f99c6784905f2aaaeba11fb384f65c58b676c55f69f0,,,,2026-08-17T17:00:00+00:00,audit/dataflow-integrity,derive|web-calculator|web-catalog|package
